Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
18/03/2016,18,March,2016,25,Young Adults (25-35),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31
22/10/2013,22,October,2013,32,Young Adults (25-35),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,545,390,935
22/10/2015,22,October,2015,32,Young Adults (25-35),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,545,390,935
01/04/2014,1,April,2014,31,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,54,52,106
01/04/2016,1,April,2016,31,Young Adults (25-35),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,82,78,160
19/04/2014,19,April,2014,31,Young Adults (25-35),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,408,338,746
19/04/2016,19,April,2016,31,Young Adults (25-35),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,424,351,775
17/01/2014,17,January,2014,34,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,239,156,395
17/01/2016,17,January,2016,34,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,259,169,428
12/05/2014,12,May,2014,21,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249
12/05/2016,12,May,2016,21,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,161,143,304
12/04/2014,12,April,2014,21,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,374,273,647
12/04/2016,12,April,2016,21,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,374,273,647
21/12/2013,21,December,2013,21,Youth (<25),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,455,377,832
21/12/2015,21,December,2015,21,Youth (<25),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,424,351,775
05/03/2014,5,March,2014,61,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,471,390,861
05/03/2016,5,March,2016,61,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,424,351,775
28/09/2013,28,September,2013,37,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,205,182,387
28/09/2015,28,September,2015,37,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,161,143,304
01/10/2013,1,October,2013,32,Young Adults (25-35),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,366,325,691
01/10/2015,1,October,2015,32,Young Adults (25-35),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,337,299,636
05/12/2013,5,December,2013,20,Youth (<25),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748
05/12/2015,5,December,2015,20,Youth (<25),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,399,286,685
09/10/2013,9,October,2013,36,Adults (35-64),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,346,208,554
09/10/2015,9,October,2015,36,Adults (35-64),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,346,208,554
19/06/2014,19,June,2014,44,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,15,13,28
19/06/2016,19,June,2016,44,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,29,26,55
05/09/2013,5,September,2013,25,Young Adults (25-35),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,59,52,111
05/09/2015,5,September,2015,25,Young Adults (25-35),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,29,26,55
18/05/2014,18,May,2014,26,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,80,52,132
18/05/2016,18,May,2016,26,Young Adults (25-35),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,100,65,165
21/05/2014,21,May,2014,30,Young Adults (25-35),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,87,52,139
21/05/2016,21,May,2016,30,Young Adults (25-35),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,87,52,139
10/06/2014,10,June,2014,42,Adults (35-64),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,103,91,194
10/06/2016,10,June,2016,42,Adults (35-64),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,88,78,166
18/05/2014,18,May,2014,29,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,173,143,316
18/05/2016,18,May,2016,29,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,188,156,344
15/06/2014,15,June,2014,30,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,563,338,901
15/06/2016,15,June,2016,30,Young Adults (25-35),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797
18/09/2013,18,September,2013,32,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,251,208,459
18/09/2015,18,September,2015,32,Young Adults (25-35),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,251,208,459
09/11/2013,9,November,2013,31,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,163,156,319
09/11/2015,9,November,2015,31,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
01/05/2014,1,May,2014,31,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
01/05/2016,1,May,2016,31,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
21/06/2014,21,June,2014,31,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,245,234,479
21/06/2016,21,June,2016,31,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,204,195,399
09/06/2014,9,June,2014,24,Youth (<25),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,325,195,520
09/06/2016,9,June,2016,24,Youth (<25),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,303,182,485
04/01/2014,4,January,2014,27,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,361,299,660
04/01/2016,4,January,2016,27,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
05/06/2014,5,June,2014,27,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,345,286,631
05/06/2016,5,June,2016,27,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
25/03/2014,25,March,2014,28,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,534,390,924
25/03/2016,25,March,2016,28,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,570,416,986
30/08/2013,30,August,2013,28,Young Adults (25-35),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,330,273,603
30/08/2015,30,August,2015,28,Young Adults (25-35),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,298,247,545
26/08/2013,26,August,2013,28,Young Adults (25-35),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,454,325,779
26/08/2015,26,August,2015,28,Young Adults (25-35),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,454,325,779
18/04/2014,18,April,2014,29,Young Adults (25-35),F,United States,Florida,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,122,78,200
18/04/2016,18,April,2016,29,Young Adults (25-35),F,United States,Florida,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,61,39,100
02/07/2014,2,July,2014,49,Adults (35-64),M,United States,Florida,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,162,104,266
02/07/2016,2,July,2016,49,Adults (35-64),M,United States,Florida,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,162,104,266
31/05/2014,31,May,2014,61,Adults (35-64),M,United States,Illinois,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,77,52,129
31/05/2016,31,May,2016,61,Adults (35-64),M,United States,Illinois,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,77,52,129
23/05/2014,23,May,2014,31,Young Adults (25-35),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,190,169,359
23/05/2016,23,May,2016,31,Young Adults (25-35),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,205,182,387
19/11/2013,19,November,2013,32,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,54,52,106
19/11/2015,19,November,2015,32,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,68,65,133
16/05/2014,16,May,2014,32,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452
16/05/2016,16,May,2016,32,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,218,208,426
18/05/2014,18,May,2014,32,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452
18/05/2016,18,May,2016,32,Young Adults (25-35),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
04/05/2014,4,May,2014,19,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,490,351,841
04/05/2016,4,May,2016,19,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748
15/09/2013,15,September,2013,55,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,31,26,57
15/09/2015,15,September,2015,55,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,31,26,57
11/06/2014,11,June,2014,38,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,425,377,802
11/06/2016,11,June,2016,38,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",31,13,35,454,403,857
27/02/2014,27,February,2014,52,Adults (35-64),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,398,260,658
27/02/2016,27,February,2016,52,Adults (35-64),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,338,221,559
18/09/2013,18,September,2013,34,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,125,91,216
18/09/2015,18,September,2015,34,Young Adults (25-35),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,107,78,185
28/08/2013,28,August,2013,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660
28/08/2015,28,August,2015,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,330,273,603
23/10/2013,23,October,2013,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,345,286,631
23/10/2015,23,October,2015,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,314,260,574
16/05/2014,16,May,2014,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459
16/05/2016,16,May,2016,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,283,234,517
17/05/2014,17,May,2014,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172
17/05/2016,17,May,2016,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,79,65,144
21/05/2014,21,May,2014,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
21/05/2016,21,May,2016,28,Young Adults (25-35),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,47,39,86
22/09/2013,22,September,2013,24,Youth (<25),M,United States,Utah,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,390,338,728
22/09/2015,22,September,2015,24,Youth (<25),M,United States,Utah,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,375,325,700
30/11/2013,30,November,2013,31,Young Adults (25-35),M,United States,Utah,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,225,195,420
30/11/2015,30,November,2015,31,Young Adults (25-35),M,United States,Utah,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,180,156,336
20/06/2014,20,June,2014,53,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,393,325,718
20/06/2016,20,June,2016,53,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,345,286,631
09/07/2014,9,July,2014,44,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,95,91,186
09/07/2016,9,July,2016,44,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,68,65,133
04/07/2013,4,July,2013,28,Young Adults (25-35),F,France,Loiret,Accessories,Hydration Packs,Hydration Pack - 70 oz.,19,21,55,531,399,930
04/07/2015,4,July,2015,28,Young Adults (25-35),F,France,Loiret,Accessories,Hydration Packs,Hydration Pack - 70 oz.,21,21,55,587,441,1028
24/07/2013,24,July,2013,51,Adults (35-64),F,France,Garonne (Haute),Accessories,Hydration Packs,Hydration Pack - 70 oz.,18,21,55,553,378,931
24/07/2015,24,July,2015,51,Adults (35-64),F,France,Garonne (Haute),Accessories,Hydration Packs,Hydration Pack - 70 oz.,19,21,55,583,399,982
13/03/2014,13,March,2014,31,Young Adults (25-35),F,France,Val d'Oise,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,269,252,521
13/03/2016,13,March,2016,31,Young Adults (25-35),F,France,Val d'Oise,Accessories,Hydration Packs,Hydration Pack - 70 oz.,9,21,55,202,189,391
02/02/2014,2,February,2014,42,Adults (35-64),F,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,27,21,55,562,567,1129
02/02/2016,2,February,2016,42,Adults (35-64),F,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,25,21,55,520,525,1045
06/10/2013,6,October,2013,30,Young Adults (25-35),M,France,Somme,Accessories,Hydration Packs,Hydration Pack - 70 oz.,21,21,55,506,441,947
06/10/2015,6,October,2015,30,Young Adults (25-35),M,France,Somme,Accessories,Hydration Packs,Hydration Pack - 70 oz.,19,21,55,458,399,857
24/09/2013,24,September,2013,51,Adults (35-64),M,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,11,21,55,229,231,460
24/09/2015,24,September,2015,51,Adults (35-64),M,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,270,273,543
02/10/2013,2,October,2013,26,Young Adults (25-35),M,France,Charente-Maritime,Accessories,Hydration Packs,Hydration Pack - 70 oz.,3,21,55,99,63,162
02/10/2015,2,October,2015,26,Young Adults (25-35),M,France,Charente-Maritime,Accessories,Hydration Packs,Hydration Pack - 70 oz.,1,21,55,33,21,54
23/03/2014,23,March,2014,22,Youth (<25),M,France,Val de Marne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,14,21,55,314,294,608
23/03/2016,23,March,2016,22,Youth (<25),M,France,Val de Marne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,292,273,565
03/02/2014,3,February,2014,39,Adults (35-64),F,France,Moselle,Accessories,Hydration Packs,Hydration Pack - 70 oz.,25,21,55,685,525,1210
03/02/2016,3,February,2016,39,Adults (35-64),F,France,Moselle,Accessories,Hydration Packs,Hydration Pack - 70 oz.,26,21,55,712,546,1258
29/10/2013,29,October,2013,36,Adults (35-64),M,France,Loiret,Accessories,Hydration Packs,Hydration Pack - 70 oz.,20,21,55,559,420,979
29/10/2015,29,October,2015,36,Adults (35-64),M,France,Loiret,Accessories,Hydration Packs,Hydration Pack - 70 oz.,17,21,55,475,357,832
15/11/2013,15,November,2013,27,Young Adults (25-35),F,France,Loiret,Accessories,Hydration Packs,Hydration Pack - 70 oz.,14,21,55,391,294,685
15/11/2015,15,November,2015,27,Young Adults (25-35),F,France,Loiret,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,363,273,636
23/12/2013,23,December,2013,23,Youth (<25),F,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,14,21,55,291,294,585
23/12/2015,23,December,2015,23,Youth (<25),F,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,11,21,55,229,231,460
16/05/2014,16,May,2014,32,Young Adults (25-35),M,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,2,21,55,42,42,84
16/05/2016,16,May,2016,32,Young Adults (25-35),M,France,Yveline,Accessories,Hydration Packs,Hydration Pack - 70 oz.,1,21,55,21,21,42
03/06/2014,3,June,2014,42,Adults (35-64),M,France,Val d'Oise,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,269,252,521
03/06/2016,3,June,2016,42,Adults (35-64),M,France,Val d'Oise,Accessories,Hydration Packs,Hydration Pack - 70 oz.,9,21,55,202,189,391
28/05/2014,28,May,2014,51,Adults (35-64),M,France,Seine et Marne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,20,21,55,482,420,902
28/05/2016,28,May,2016,51,Adults (35-64),M,France,Seine et Marne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,21,21,55,506,441,947
22/07/2013,22,July,2013,28,Young Adults (25-35),F,France,Charente-Maritime,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",10,38,50,110,380,490
22/07/2015,22,July,2015,28,Young Adults (25-35),F,France,Charente-Maritime,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",10,38,50,110,380,490
11/03/2014,11,March,2014,46,Adults (35-64),F,France,Seine et Marne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",21,38,50,63,798,861
11/03/2016,11,March,2016,46,Adults (35-64),F,France,Seine et Marne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",21,38,50,63,798,861
18/11/2013,18,November,2013,24,Youth (<25),F,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",28,38,50,0,1064,1064
18/11/2015,18,November,2015,24,Youth (<25),F,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",26,38,50,0,988,988
01/08/2013,1,August,2013,30,Young Adults (25-35),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",28,42,54,18,1176,1194
01/08/2015,1,August,2015,30,Young Adults (25-35),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,17,1050,1067
21/02/2014,21,February,2014,30,Young Adults (25-35),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,5,294,299
21/02/2016,21,February,2016,30,Young Adults (25-35),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,6,378,384
21/02/2014,21,February,2014,31,Young Adults (25-35),M,United States,Minnesota,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,77,588,665
21/02/2016,21,February,2016,31,Young Adults (25-35),M,United States,Minnesota,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,72,546,618
02/09/2013,2,September,2013,53,Adults (35-64),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",24,38,50,276,912,1188
02/09/2015,2,September,2015,53,Adults (35-64),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",25,38,50,288,950,1238
15/09/2013,15,September,2013,53,Adults (35-64),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",8,38,50,92,304,396
15/09/2015,15,September,2015,53,Adults (35-64),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",5,38,50,58,190,248
12/10/2013,12,October,2013,45,Adults (35-64),F,Germany,Brandenburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,264,966,1230
12/10/2015,12,October,2015,45,Adults (35-64),F,Germany,Brandenburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",20,42,54,229,840,1069
